,Name,Database_ID
1632,HMGB2,ENSP00000296503
1633,SAP30,ENSP00000296504
1634,MAD2L1,ENSP00000296509
1635,GUCY1A1,ENSP00000296518
1636,HPGD,ENSP00000296522
1637,NAA15,ENSP00000296543
1638,ARFIP1,ENSP00000296557
1639,ABCE1,ENSP00000296577
1640,LSM6,ENSP00000296581
1641,ITGA2,ENSP00000296585
1642,NDUFAF2,ENSP00000296597
1643,CMBL,ENSP00000296658
1644,PRRC1,ENSP00000296666
1645,RPS23,ENSP00000296674
1646,NDUFS4,ENSP00000296684
1647,TCERG1,ENSP00000296702
1648,ERAP1,ENSP00000296754
1649,MAP1B,ENSP00000296755
1650,UBLCP1,ENSP00000296786
1651,UTP15,ENSP00000296792
1652,GFM2,ENSP00000296804
1653,SEPTIN8,ENSP00000296873
1654,NPM1,ENSP00000296930
1655,SCIN,ENSP00000297029
1656,TRA2A,ENSP00000297071
1657,COG5,ENSP00000297135
1658,HSPA9,ENSP00000297185
1659,FABP5,ENSP00000297258
1660,FNDC1,ENSP00000297267
1661,COL1A2,ENSP00000297268
1662,RAD21,ENSP00000297338
1663,SBSPON,ENSP00000297354
1664,ORC5,ENSP00000297431
1665,DEFA6,ENSP00000297436
1666,DNAAF5,ENSP00000297440
1667,MICALL2,ENSP00000297508
1668,COX6C,ENSP00000297564
1669,VIRMA,ENSP00000297591
1670,PDP1,ENSP00000297598
1671,TMEM65,ENSP00000297632
1672,UBAP1,ENSP00000297661
1673,ALDH1A1,ENSP00000297785
1674,COL14A1,ENSP00000297848
1675,CFL2,ENSP00000298159
1676,PGM2L1,ENSP00000298198
1677,FOLR2,ENSP00000298223
1678,INPPL1,ENSP00000298229
1679,CRYL1,ENSP00000298248
1680,ZNF22,ENSP00000298299
1681,NEMF,ENSP00000298310
1682,ARF6,ENSP00000298316
1683,ABRAXAS2,ENSP00000298492
1684,PRDX3,ENSP00000298510
1685,HPRT1,ENSP00000298556
1686,NDRG2,ENSP00000298687
1687,CASP7,ENSP00000298701
1688,METTL3,ENSP00000298717
1689,TRUB1,ENSP00000298746
1690,WAPL,ENSP00000298767
1691,PACSIN3,ENSP00000298838
1692,SERPINA4,ENSP00000298841
1693,PSMC3,ENSP00000298852
1694,CPSF2,ENSP00000298875
1695,CLMN,ENSP00000298912
1696,PTER,ENSP00000298942
1697,JAM3,ENSP00000299106
1698,VPS35,ENSP00000299138
1699,IKBIP,ENSP00000299157
1700,NDUFB8,ENSP00000299166
1701,PHKB,ENSP00000299167
1702,HEATR3,ENSP00000299192
1703,CKB,ENSP00000299198
1704,BAG5,ENSP00000299204
1705,PLEKHA5,ENSP00000299275
1706,PCBD1,ENSP00000299299
1707,CCT2,ENSP00000299300
1708,C2,ENSP00000299367
1709,ILK,ENSP00000299421
1710,TPP1,ENSP00000299427
1711,CYB5R2,ENSP00000299498
1712,IDH3A,ENSP00000299518
1713,TMX3,ENSP00000299608
1714,MFAP4,ENSP00000299610
1715,HDGFL3,ENSP00000299633
1716,TMED3,ENSP00000299705
1717,CENPV,ENSP00000299736
1718,HSP90B1,ENSP00000299767
1719,COG1,ENSP00000299886
1720,CASC4,ENSP00000299957
1721,NNMT,ENSP00000299964
1722,SLFN5,ENSP00000299977
1723,AP1G1,ENSP00000299980
1724,PPIB,ENSP00000300026
1725,CIAO2A,ENSP00000300030
1726,MYH11,ENSP00000300036
1727,LDHD,ENSP00000300051
1728,PLIN1,ENSP00000300055
1729,ANPEP,ENSP00000300060
1730,TERF2IP,ENSP00000300086
1731,DCTN5,ENSP00000300087
1732,CLPX,ENSP00000300107
1733,MYO1A,ENSP00000300119
1734,STAT6,ENSP00000300134
1735,PATL1,ENSP00000300146
1736,MRPL16,ENSP00000300151
1737,YWHAB,ENSP00000300161
1738,AGFG2,ENSP00000300176
1739,TSC22D4,ENSP00000300181
1740,MAP1A,ENSP00000300231
1741,PDIA3,ENSP00000300289
1742,NUDT21,ENSP00000300291
1743,PHB,ENSP00000300408
1744,SNRPD1,ENSP00000300413
1745,LRSAM1,ENSP00000300417
1746,ACSF2,ENSP00000300441
1747,SLC27A4,ENSP00000300456
1748,COL6A2,ENSP00000300527
1749,CRK,ENSP00000300574
1750,TBC1D2B,ENSP00000300584
1751,HDHD2,ENSP00000300605
1752,GCN1,ENSP00000300648
1753,RNF214,ENSP00000300650
1754,ATP5MG,ENSP00000300688
1755,STIM1,ENSP00000300737
1756,RRM1,ENSP00000300738
1757,FN3K,ENSP00000300784
1758,CA4,ENSP00000300900
1759,RAB8A,ENSP00000300935
1760,MVD,ENSP00000301012
1761,TRAPPC2L,ENSP00000301021
1762,RAB34,ENSP00000301043
1763,TUBA1C,ENSP00000301072
1764,GPD1,ENSP00000301149
1765,DIP2B,ENSP00000301180
1766,CDC42EP5,ENSP00000301200
1767,PPP1R14A,ENSP00000301242
1768,C19orf33,ENSP00000301246
1769,DAPK3,ENSP00000301264
1770,UBXN6,ENSP00000301281
1771,GLOD4,ENSP00000301329
1772,TSR1,ENSP00000301364
1773,PRDX2,ENSP00000301522
1774,MRPL58,ENSP00000301585
1775,ATP5PD,ENSP00000301587
1776,GHDC,ENSP00000301671
1777,FAM234A,ENSP00000301678
1778,ECI1,ENSP00000301729
1779,RNPS1,ENSP00000301730
1780,SRRM2,ENSP00000301740
1781,DDB1,ENSP00000301764
1782,POLR2G,ENSP00000301788
1783,FADD,ENSP00000301838
1784,CTTN,ENSP00000301843
1785,LTBP3,ENSP00000301873
1786,MFF,ENSP00000302037
1787,RNASE6,ENSP00000302046
1788,LGALS4,ENSP00000302100
1789,SYNPO,ENSP00000302139
1790,LSM3,ENSP00000302160
1791,ASPSCR1,ENSP00000302176
1792,USP8,ENSP00000302239
1793,RNASE3,ENSP00000302324
1794,POLR1D,ENSP00000302478
1795,MAP2K1,ENSP00000302486
1796,COL11A1,ENSP00000302551
1797,BCL2L1,ENSP00000302564
1798,MACROH2A1,ENSP00000302572
1799,LRATD2,ENSP00000302578
1800,LRG1,ENSP00000302621
1801,UBTF,ENSP00000302640
1802,GIMAP1,ENSP00000302833
1803,GPS1,ENSP00000302873
1804,PA2G4,ENSP00000302886
1805,RRM2,ENSP00000302955
1806,HSPA4,ENSP00000302961
1807,FIP1L1,ENSP00000302993
1808,KARS1,ENSP00000303043
1809,PPIC,ENSP00000303057
1810,VAT1L,ENSP00000303129
1811,TMED10,ENSP00000303145
1812,MAT2A,ENSP00000303147
1813,MTCH2,ENSP00000303222
1814,RNASE2,ENSP00000303276
1815,ITGB1,ENSP00000303351
1816,DCXR,ENSP00000303356
1817,LMAN2,ENSP00000303366
1818,FNTA,ENSP00000303423
1819,PDS5A,ENSP00000303427
1820,BCR,ENSP00000303507
1821,CBR4,ENSP00000303525
1822,ANKMY2,ENSP00000303570
1823,NUDT9,ENSP00000303575
1824,NKIRAS2,ENSP00000303580
1825,PPID,ENSP00000303754
1826,LUZP1,ENSP00000303758
1827,INSR,ENSP00000303830
1828,TWF2,ENSP00000303908
1829,MZB1,ENSP00000303920
1830,UBXN1,ENSP00000303991
1831,TMEM43,ENSP00000303992
1832,STARD5,ENSP00000304032
1833,FAM83B,ENSP00000304078
1834,COPS6,ENSP00000304102
1835,SCG2,ENSP00000304133
1836,HINT1,ENSP00000304229
1837,CD14,ENSP00000304236
1838,REG3A,ENSP00000304311
1839,PRPF8,ENSP00000304350
1840,CDC40,ENSP00000304370
1841,HNRNPR,ENSP00000304405
1842,COL3A1,ENSP00000304408
1843,SNX7,ENSP00000304429
1844,THOP1,ENSP00000304467
1845,COMMD5,ENSP00000304544
1846,FASN,ENSP00000304592
1847,CTNNA1,ENSP00000304669
1848,THAP11,ENSP00000304689
1849,CES3,ENSP00000304782
1850,DTYMK,ENSP00000304802
1851,NKRF,ENSP00000304803
1852,NUDCD2,ENSP00000304854
1853,CD2BP2,ENSP00000304903
1854,GAP43,ENSP00000305010
1855,GIMAP8,ENSP00000305107
1856,TRIM56,ENSP00000305161
1857,HS1BP3,ENSP00000305193
1858,SRP9,ENSP00000305230
1859,STX8,ENSP00000305255
1860,GNB2,ENSP00000305260
1861,COG7,ENSP00000305442
1862,FEN1,ENSP00000305480
1863,ASCC2,ENSP00000305502
1864,NUP62,ENSP00000305503
1865,PCBP1,ENSP00000305556
1866,LETM1,ENSP00000305653
1867,CAVIN2,ENSP00000305675
1868,GAA,ENSP00000305692
1869,HOOK3,ENSP00000305699
1870,SF3B3,ENSP00000305790
1871,STX18,ENSP00000305810
1872,RBPJ,ENSP00000305815
1873,PALM2AKAP2,ENSP00000305861
1874,STIP1,ENSP00000305958
1875,ATP5ME,ENSP00000306003
1876,ARF4,ENSP00000306010
1877,SYNPO2,ENSP00000306015
1878,MRM3,ENSP00000306080
1879,FGB,ENSP00000306099
1880,DDX19A,ENSP00000306117
1881,LGALS9,ENSP00000306228
1882,GON7,ENSP00000306320
1883,YWHAG,ENSP00000306330
1884,MYO1B,ENSP00000306382
1885,UQCRFS1,ENSP00000306397
1886,BTD,ENSP00000306477
1887,MRPL13,ENSP00000306548
1888,ISG20,ENSP00000306565
1889,CERS6,ENSP00000306579
1890,ADH1B,ENSP00000306606
1891,PPIH,ENSP00000306614
1892,NUDT16L1,ENSP00000306670
1893,PTPRC,ENSP00000306782
1894,RBKS,ENSP00000306817
1895,AVEN,ENSP00000306822
1896,SEC23A,ENSP00000306881
1897,TMEM126A,ENSP00000306887
1898,NFU1,ENSP00000306965
1899,SDC2,ENSP00000307046
1900,KIF5B,ENSP00000307078
1901,LAMB2,ENSP00000307156
1902,ASL,ENSP00000307188
1903,BPTF,ENSP00000307208
1904,NAT1,ENSP00000307218
1905,PDHB,ENSP00000307241
1906,TBL2,ENSP00000307260
1907,IRF2BP1,ENSP00000307265
1908,RPTOR,ENSP00000307272
1909,SCAMP3,ENSP00000307275
1910,MCM7,ENSP00000307288
1911,CAVIN3,ENSP00000307292
1912,SUCLG2,ENSP00000307432
1913,WDR48,ENSP00000307491
1914,CALB2,ENSP00000307508
1915,MRC2,ENSP00000307513
1916,NMD3,ENSP00000307525
1917,QARS1,ENSP00000307567
1918,VPS50,ENSP00000307666
1919,CANT1,ENSP00000307674
1920,H1-4,ENSP00000307705
1921,CYBC1,ENSP00000307765
1922,DRAP1,ENSP00000307850
1923,SLC22A18,ENSP00000307859
1924,U2AF2,ENSP00000307863
1925,RPL13,ENSP00000307889
1926,GLUL,ENSP00000307900
1927,GCC2,ENSP00000307939
1928,EEF2,ENSP00000307940
1929,CYP2S1,ENSP00000308032
1930,SUGT1,ENSP00000308067
1931,CD248,ENSP00000308117
1932,CD36,ENSP00000308165
1933,WDR3,ENSP00000308179
1934,RNASEH2C,ENSP00000308193
1935,MMP14,ENSP00000308208
1936,HMGA1,ENSP00000308227
1937,COMMD1,ENSP00000308236
1938,MRPL38,ENSP00000308275
1939,DMAC2L,ENSP00000308334
1940,MLKL,ENSP00000308351
1941,LEMD3,ENSP00000308369
1942,LSP1,ENSP00000308383
1943,CELF1,ENSP00000308386
1944,CYB5B,ENSP00000308430
1945,PBLD,ENSP00000308466
1946,LRCH1,ENSP00000308493
1947,KRAS,ENSP00000308495
1948,DCAKD,ENSP00000308515
1949,F2,ENSP00000308541
1950,MEPCE,ENSP00000308546
1951,AGR3,ENSP00000308606
1952,GPD2,ENSP00000308610
1953,MRPL48,ENSP00000308717
1954,TMOD3,ENSP00000308753
1955,SULT1B1,ENSP00000308770
1956,ANKS4B,ENSP00000308772
1957,MRPS12,ENSP00000308845
1958,MRPL11,ENSP00000308897
1959,PLG,ENSP00000308938
1960,VCPIP1,ENSP00000309031
1961,GMPPB,ENSP00000309092
1962,PDE12,ENSP00000309142
1963,UBE3C,ENSP00000309198
1964,USP48,ENSP00000309262
1965,DHX36,ENSP00000309296
1966,RPL15,ENSP00000309334
1967,CLTB,ENSP00000309415
1968,PIGS,ENSP00000309430
1969,RETREG3,ENSP00000309432
1970,PFKM,ENSP00000309438
1971,VPS41,ENSP00000309457
1972,PSMD1,ENSP00000309474
1973,ACO1,ENSP00000309477
1974,YWHAZ,ENSP00000309503
1975,TP53I11,ENSP00000309532
1976,HCFC1,ENSP00000309555
1977,UQCRH,ENSP00000309565
1978,LGALS8,ENSP00000309576
1979,GAPVD1,ENSP00000309582
1980,PRKACA,ENSP00000309591
1981,CFL1,ENSP00000309629
1982,LRCH4,ENSP00000309689
1983,SH3PXD2B,ENSP00000309714
1984,MRGPRF,ENSP00000309782
1985,RPL38,ENSP00000309830
1986,EFEMP2,ENSP00000309953
1987,CD34,ENSP00000310036
1988,ZNF622,ENSP00000310042
1989,PTMS,ENSP00000310088
1990,LRRFIP1,ENSP00000310109
1991,HSPB7,ENSP00000310111
1992,PPP1R14B,ENSP00000310117
1993,IRF3,ENSP00000310127
1994,PSMD2,ENSP00000310129
1995,RAB1B,ENSP00000310226
1996,CKAP5,ENSP00000310227
1997,BANF1,ENSP00000310275
1998,CHMP2A,ENSP00000310440
1999,SART1,ENSP00000310448
2000,ARHGAP1,ENSP00000310491
2001,LCLAT1,ENSP00000310551
2002,PSMC5,ENSP00000310572
2003,LSM1,ENSP00000310596
2004,ISCU,ENSP00000310623
2005,NUP93,ENSP00000310668
2006,CCAR2,ENSP00000310670
2007,DDX23,ENSP00000310723
2008,HPCAL1,ENSP00000310749
2009,GRB7,ENSP00000310771
2010,CSRP2,ENSP00000310901
2011,MTRES1,ENSP00000310951
2012,CD3EAP,ENSP00000310966
2013,ARHGAP12,ENSP00000310984
2014,OXR1,ENSP00000311026
2015,RPS14,ENSP00000311028
2016,CASP3,ENSP00000311032
2017,JUP,ENSP00000311113
2018,RABL6,ENSP00000311134
2019,ATP5MD,ENSP00000311245
2020,VPS26C,ENSP00000311399
2021,RPL4,ENSP00000311430
2022,RAB6A,ENSP00000311449
2023,GSTM1,ENSP00000311469
2024,RSF1,ENSP00000311513
2025,PTGR1,ENSP00000311572
2026,PAAF1,ENSP00000311665
2027,PPP1R8,ENSP00000311677
2028,OXSR1,ENSP00000311713
2029,NDUFA11,ENSP00000311740
2030,RBM14,ENSP00000311747
2031,CTBP2,ENSP00000311825
2032,CARHSP1,ENSP00000311847
2033,GNPDA1,ENSP00000311876
2034,MGAT1,ENSP00000311888
2035,ETFB,ENSP00000311930
2036,GGA2,ENSP00000311962
2037,DUS3L,ENSP00000311977
2038,NAXD,ENSP00000311984
2039,HDLBP,ENSP00000312042
2040,AGFG1,ENSP00000312059
2041,SRP68,ENSP00000312066
2042,SSH3,ENSP00000312081
2043,PRG2,ENSP00000312134
2044,TNS3,ENSP00000312143
2045,ELMO1,ENSP00000312185
2046,ADPGK,ENSP00000312250
2047,GRK2,ENSP00000312262
2048,MSRB3,ENSP00000312274
2049,TPMT,ENSP00000312304
2050,MRPL46,ENSP00000312311
2051,ZNRD2,ENSP00000312318
2052,AOC3,ENSP00000312326
2053,TRMT10C,ENSP00000312356
2054,AIFM2,ENSP00000312370
2055,DAG1,ENSP00000312435
2056,AP1G2,ENSP00000312442
2057,CSPG4,ENSP00000312506
2058,DNAJB5,ENSP00000312517
2059,TMEM70,ENSP00000312599
2060,AKR1A1,ENSP00000312606
2061,NFYC,ENSP00000312617
2062,ACAD9,ENSP00000312618
2063,HP1BP3,ENSP00000312625
2064,EHBP1L1,ENSP00000312671
2065,MID1,ENSP00000312678
2066,DMAP1,ENSP00000312697
2067,RAB8B,ENSP00000312734
2068,POLR2B,ENSP00000312735
2069,CAMKK2,ENSP00000312741
2070,PPIE,ENSP00000312769
2071,GPHN,ENSP00000312771
2072,STAB1,ENSP00000312946
2073,USP39,ENSP00000312981
2074,NFKBIB,ENSP00000312988
2075,GNAI2,ENSP00000312999
2076,PABPC1,ENSP00000313007
2077,NIPSNAP2,ENSP00000313050
2078,WNK1,ENSP00000313059
2079,PPIP5K2,ENSP00000313070
2080,EXD2,ENSP00000313140
2081,NOP2,ENSP00000313272
2082,HNRNPD,ENSP00000313327
2083,SMAP1,ENSP00000313382
2084,RELL1,ENSP00000313385
2085,PRKDC,ENSP00000313420
2086,GRHPR,ENSP00000313432
2087,PFAS,ENSP00000313490
2088,TOMM5,ENSP00000313584
2089,CC2D1A,ENSP00000313601
2090,ABCF1,ENSP00000313603
2091,AAR2,ENSP00000313674
2092,SSNA1,ENSP00000313752
2093,KHDRBS1,ENSP00000313829
2094,PDS5B,ENSP00000313851
2095,CLPTM1L,ENSP00000313854
2096,CD46,ENSP00000313875
2097,MSRA,ENSP00000313921
2098,DNAJA2,ENSP00000314030
2099,ASTN2,ENSP00000314038
2100,PAK2,ENSP00000314067
2101,TRPT1,ENSP00000314073
2102,WDR75,ENSP00000314193
2103,CFHR1,ENSP00000314299
2104,DDX10,ENSP00000314348
2105,METTL1,ENSP00000314441
2106,GAK,ENSP00000314499
2107,GBA,ENSP00000314508
2108,UACA,ENSP00000314556
2109,ALDH5A1,ENSP00000314649
2110,TOLLIP,ENSP00000314733
2111,ARHGEF2,ENSP00000314787
2112,KLC2,ENSP00000314837
2113,CRAT,ENSP00000315013
2114,MRPL1,ENSP00000315017
2115,CLU,ENSP00000315130
2116,ITGA3,ENSP00000315190
2117,HOPX,ENSP00000315198
2118,GLTP,ENSP00000315263
2119,D2HGDH,ENSP00000315351
2120,ARL6IP6,ENSP00000315357
2121,PRPF3,ENSP00000315379
2122,POGLUT3,ENSP00000315386
2123,MRPS31,ENSP00000315397
2124,OSBPL3,ENSP00000315410
2125,EXOSC4,ENSP00000315476
2126,AVL9,ENSP00000315568
2127,DIS3L2,ENSP00000315569
2128,SWAP70,ENSP00000315630
2129,DNMBP,ENSP00000315659
2130,NOP14,ENSP00000315674
2131,BAIAP2,ENSP00000315685
2132,LCP1,ENSP00000315757
2133,STAT2,ENSP00000315768
2134,NDUFS8,ENSP00000315774
2135,CSTF3,ENSP00000315791
2136,GMPPA,ENSP00000315925
2137,AHCYL2,ENSP00000315931
2138,MRPL43,ENSP00000315948
2139,SCAMP4,ENSP00000316007
2140,TLN1,ENSP00000316029
2141,NUP98,ENSP00000316032
2142,HNRNPA0,ENSP00000316042
2143,VARS2,ENSP00000316092
2144,UBE2N,ENSP00000316176
2145,RBBP6,ENSP00000316291
2146,USP9X,ENSP00000316357
2147,PACS1,ENSP00000316454
2148,FYB1,ENSP00000316460
2149,KCTD14,ENSP00000316482
2150,GTPBP6,ENSP00000316598
2151,OSBPL2,ENSP00000316649
2152,IPO11,ENSP00000316651
2153,ARHGAP45,ENSP00000316772
2154,HSD11B2,ENSP00000316786
2155,PITPNA,ENSP00000316809
2156,ATOX1,ENSP00000316854
2157,SFXN1,ENSP00000316905
2158,ACSS1,ENSP00000316924
2159,TRAPPC5,ENSP00000316990
2160,SNRNP200,ENSP00000317123
2161,CYC1,ENSP00000317159
2162,FKBP10,ENSP00000317232
2163,LPCAT4,ENSP00000317300
2164,SSR4,ENSP00000317331
2165,TCP1,ENSP00000317334
2166,MRPS11,ENSP00000317376
2167,CHMP6,ENSP00000317468
2168,C16orf58,ENSP00000317579
2169,APOL1,ENSP00000317674
2170,RPP25,ENSP00000317691
2171,STX4,ENSP00000317714
2172,COX5A,ENSP00000317780
2173,PRR15,ENSP00000317836
2174,CES2,ENSP00000317842
2175,EEA1,ENSP00000317955
2176,ROCK2,ENSP00000317985
2177,NOC2L,ENSP00000317992
2178,RPP40,ENSP00000317998
2179,SET,ENSP00000318012
2180,WASHC5,ENSP00000318016
2181,ENPP4,ENSP00000318066
2182,BLOC1S4,ENSP00000318128
2183,OS9,ENSP00000318165
2184,PRKRA,ENSP00000318176
2185,FUBP3,ENSP00000318177
2186,NCL,ENSP00000318195
2187,DCAF8,ENSP00000318227
2188,RUVBL1,ENSP00000318297
2189,MPI,ENSP00000318318
2190,BCKDHB,ENSP00000318351
2191,RBMXL1,ENSP00000318415
2192,NCAM1,ENSP00000318472
2193,INPP5K,ENSP00000318476
2194,YME1L1,ENSP00000318480
2195,VPS37A,ENSP00000318629
2196,INTS3,ENSP00000318641
2197,RPS15A,ENSP00000318646
2198,HSPH1,ENSP00000318687
2199,TUBB6,ENSP00000318697
2200,KCNAB2,ENSP00000318772
2201,ANAPC4,ENSP00000318775
2202,CRLF3,ENSP00000318804
2203,SHMT1,ENSP00000318805
2204,BPNT1,ENSP00000318852
2205,SF3B2,ENSP00000318861
2206,BCL2L13,ENSP00000318883
2207,NOSTRIN,ENSP00000318921
2208,RAP2B,ENSP00000319096
2209,SUPT6H,ENSP00000319104
2210,CYBRD1,ENSP00000319141
2211,PRMT5,ENSP00000319169
2212,CHORDC1,ENSP00000319255
2213,BASP1,ENSP00000319281
2214,HIGD1A,ENSP00000319393
2215,ARMC10,ENSP00000319412
2216,MBNL1,ENSP00000319429
2217,CPN2,ENSP00000319464
2218,UGDH,ENSP00000319501
2219,GCSH,ENSP00000319531
2220,NUDC,ENSP00000319664
2221,TNS2,ENSP00000319684
2222,RCN2,ENSP00000319739
2223,RAB43,ENSP00000319781
2224,PODXL,ENSP00000319782
2225,PCK1,ENSP00000319814
2226,DEF6,ENSP00000319831
2227,CHDH,ENSP00000319851
2228,NDRG1,ENSP00000319977
2229,TMEM11,ENSP00000319992
2230,LYPLA1,ENSP00000320043
2231,CD276,ENSP00000320084
2232,ANO6,ENSP00000320087
2233,TRIP10,ENSP00000320117
2234,NUCB2,ENSP00000320168
2235,PKM,ENSP00000320171
2236,HCLS1,ENSP00000320176
2237,MRPS23,ENSP00000320184
2238,IGF2BP2,ENSP00000320204
2239,TIMM22,ENSP00000320236
2240,OSBPL1A,ENSP00000320291
2241,FARSA,ENSP00000320309
2242,NPEPPS,ENSP00000320324
2243,LILRB5,ENSP00000320390
2244,UGT2B17,ENSP00000320401
2245,RAB23,ENSP00000320413
2246,ARID1A,ENSP00000320485
2247,EDC3,ENSP00000320503
2248,EHD1,ENSP00000320516
2249,MRPS33,ENSP00000320567
2250,MYLK,ENSP00000320622
2251,ACSF3,ENSP00000320646
2252,YARS2,ENSP00000320658
2253,EML4,ENSP00000320663
2254,KIF1C,ENSP00000320821
2255,EPS8L2,ENSP00000320828
2256,CALR,ENSP00000320866
2257,SPAST,ENSP00000320885
2258,KRI1,ENSP00000320917
2259,WIPF2,ENSP00000320924
2260,CNOT1,ENSP00000320949
2261,ME2,ENSP00000321070
2262,ATP11B,ENSP00000321195
2263,TALDO1,ENSP00000321259
2264,HGH1,ENSP00000321320
2265,LPA,ENSP00000321334
2266,STRBP,ENSP00000321347
2267,RAD23A,ENSP00000321365
2268,LLGL1,ENSP00000321537
2269,KBTBD11,ENSP00000321544
2270,IMPDH2,ENSP00000321584
2271,MIF4GD,ENSP00000321625
2272,GATD1,ENSP00000321691
2273,TACC1,ENSP00000321703
2274,GEMIN4,ENSP00000321706
2275,MROH1,ENSP00000321737
2276,PDLIM5,ENSP00000321746
2277,STXBP5,ENSP00000321826
2278,SEC24C,ENSP00000321845
2279,SERPINF2,ENSP00000321853
2280,B3GNT3,ENSP00000321874
2281,RHOT2,ENSP00000321971
2282,SULT1A1,ENSP00000321988
2283,SLC25A22,ENSP00000322020
2284,PUF60,ENSP00000322036
2285,C7,ENSP00000322061
2286,RTN4,ENSP00000322147
2287,AK4,ENSP00000322175
2288,SORBS2,ENSP00000322182
2289,OLFML3,ENSP00000322273
2290,COQ7,ENSP00000322316
2291,RRS1,ENSP00000322396
2292,RPLP2,ENSP00000322419
2293,TUFM,ENSP00000322439
2294,NDUFV1,ENSP00000322450
2295,C3orf38,ENSP00000322469
2296,DCTPP1,ENSP00000322524
2297,GAS7,ENSP00000322608
2298,HMGCS1,ENSP00000322706
2299,GLYR1,ENSP00000322716
2300,ITM2C,ENSP00000322730
2301,ZNF207,ENSP00000322777
2302,CIRBP,ENSP00000322887
2303,FHL2,ENSP00000322909
2304,FARP1,ENSP00000322926
2305,SCRIB,ENSP00000322938
2306,BCAT2,ENSP00000322991
2307,EXOSC3,ENSP00000323046
2308,MTG1,ENSP00000323047
2309,GADD45GIP1,ENSP00000323065
2310,NDUFAF3,ENSP00000323076
2311,ZKSCAN1,ENSP00000323148
2312,C18orf32,ENSP00000323199
2313,PDIA5,ENSP00000323313
2314,EXOC3,ENSP00000323377
2315,SMC1A,ENSP00000323421
2316,SMC6,ENSP00000323439
2317,STAU1,ENSP00000323443
2318,PNKP,ENSP00000323511
2319,ITLN1,ENSP00000323587
2320,ZBTB7A,ENSP00000323670
2321,ZADH2,ENSP00000323678
2322,UBE2O,ENSP00000323687
2323,CRTAP,ENSP00000323696
2324,CCDC43,ENSP00000323782
2325,SLC4A1AP,ENSP00000323837
2326,PLEC,ENSP00000323856
2327,PRKAG1,ENSP00000323867
2328,TRIM25,ENSP00000323889
2329,A2M,ENSP00000323929
2330,SMARCE1,ENSP00000323967
2331,KIF15,ENSP00000324020
2332,CD151,ENSP00000324101
2333,PRPF31,ENSP00000324122
2334,POLR2L,ENSP00000324124
2335,HSPA5,ENSP00000324173
2336,MTURN,ENSP00000324204
2337,CHMP4A,ENSP00000324205
2338,ACAP2,ENSP00000324287
2339,ZYX,ENSP00000324422
2340,YLPM1,ENSP00000324463
2341,GYPA,ENSP00000324483
2342,CHMP7,ENSP00000324491
2343,SEPTIN1,ENSP00000324511
2344,MYO1D,ENSP00000324527
2345,LAMA3,ENSP00000324532
2346,FLII,ENSP00000324573
2347,NAPG,ENSP00000324628
2348,YES1,ENSP00000324740
2349,NFATC2IP,ENSP00000324792
2350,PPP2R1A,ENSP00000324804
2351,MVB12A,ENSP00000324810
2352,AACS,ENSP00000324842
2353,COPG1,ENSP00000325002
2354,NCAPD2,ENSP00000325017
2355,CHID1,ENSP00000325055
2356,HADHB,ENSP00000325136
2357,COL12A1,ENSP00000325146
2358,LASP1,ENSP00000325240
2359,TTC9C,ENSP00000325266
2360,METAP2,ENSP00000325312
2361,MAP1S,ENSP00000325313
2362,AP3S1,ENSP00000325369
2363,HNRNPM,ENSP00000325376
2364,WDR33,ENSP00000325377
2365,INPP1,ENSP00000325423
2366,MAT2B,ENSP00000325425
2367,FBN1,ENSP00000325527
2368,CNDP2,ENSP00000325548
2369,RUFY1,ENSP00000325594
2370,PARP10,ENSP00000325618
2371,RNF40,ENSP00000325677
2372,CARM1,ENSP00000325690
2373,SEC16A,ENSP00000325827
2374,MRE11,ENSP00000325863
2375,HSP90AB1,ENSP00000325875
2376,SRSF7,ENSP00000325905
2377,PSMG2,ENSP00000325919
2378,PTPMT1,ENSP00000325958
2379,PTPN6,ENSP00000326010
2380,LARP4B,ENSP00000326128
2381,DHRS4,ENSP00000326219
2382,SLC25A20,ENSP00000326305
2383,ELMOD2,ENSP00000326342
2384,INTS14,ENSP00000326379
2385,EIF4A2,ENSP00000326381
2386,CWF19L1,ENSP00000326411
2387,NADSYN1,ENSP00000326424
2388,EXOC1,ENSP00000326514
2389,THOC6,ENSP00000326531
2390,VPS39,ENSP00000326534
2391,HCCS,ENSP00000326579
2392,SMCHD1,ENSP00000326603
2393,PLEKHO2,ENSP00000326706
2394,CUL1,ENSP00000326804
2395,NCBP2,ENSP00000326806
2396,NT5DC1,ENSP00000326858
2397,LMNB2,ENSP00000327054
2398,MDH2,ENSP00000327070
2399,PCM1,ENSP00000327077
2400,EHD3,ENSP00000327116
2401,FLNC,ENSP00000327145
2402,UTP4,ENSP00000327179
2403,PPM1A,ENSP00000327255
2404,NDUFV2,ENSP00000327268
2405,BGN,ENSP00000327336
2406,SETD3,ENSP00000327436
2407,SMDT1,ENSP00000327467
2408,RANBP1,ENSP00000327583
2409,CRADD,ENSP00000327647
2410,PSMF1,ENSP00000327704
2411,P4HB,ENSP00000327801
2412,XPOT,ENSP00000327821
2413,FILIP1L,ENSP00000327880
2414,INTS5,ENSP00000327889
2415,SRPRA,ENSP00000328023
2416,WASHC4,ENSP00000328062
2417,ARHGEF37,ENSP00000328083
